,Date_Time,CO(GT)
75,2004-03-13 21:00:00,4.2
76,2004-03-13 22:00:00,3.1
77,2004-03-13 23:00:00,2.6
78,2004-03-14 00:00:00,2.9
79,2004-03-14 01:00:00,2.8
80,2004-03-14 02:00:00,2.5
81,2004-03-14 03:00:00,2.4
82,2004-03-14 04:00:00,2.1527495439145157
83,2004-03-14 05:00:00,1.2
84,2004-03-14 06:00:00,1.0
85,2004-03-14 07:00:00,0.9
86,2004-03-14 08:00:00,1.4
87,2004-03-14 09:00:00,1.6
88,2004-03-14 10:00:00,2.2
89,2004-03-14 11:00:00,2.8
90,2004-03-14 12:00:00,2.8
91,2004-03-14 13:00:00,2.0
92,2004-03-14 14:00:00,1.8
93,2004-03-14 15:00:00,1.9
94,2004-03-14 16:00:00,3.0
95,2004-03-14 17:00:00,2.9
96,2004-03-14 18:00:00,2.5
97,2004-03-14 19:00:00,4.6
98,2004-03-14 20:00:00,5.9
99,2004-03-14 21:00:00,3.4
100,2004-03-14 22:00:00,2.1
101,2004-03-14 23:00:00,2.2
102,2004-03-15 00:00:00,1.8
103,2004-03-15 01:00:00,1.8
104,2004-03-15 02:00:00,1.8
105,2004-03-15 03:00:00,1.1
106,2004-03-15 04:00:00,2.1527495439145157
107,2004-03-15 05:00:00,1.0
108,2004-03-15 06:00:00,1.4
109,2004-03-15 07:00:00,2.2
110,2004-03-15 08:00:00,5.5
111,2004-03-15 09:00:00,8.1
112,2004-03-15 10:00:00,5.8
113,2004-03-15 11:00:00,4.2
114,2004-03-15 12:00:00,3.1
115,2004-03-15 13:00:00,2.9
116,2004-03-15 14:00:00,2.9
117,2004-03-15 15:00:00,2.5
118,2004-03-15 16:00:00,2.3
119,2004-03-15 17:00:00,2.8
120,2004-03-15 18:00:00,6.1
121,2004-03-15 19:00:00,8.0
122,2004-03-15 20:00:00,6.5
123,2004-03-15 21:00:00,4.2
124,2004-03-15 22:00:00,3.2
125,2004-03-15 23:00:00,1.4
126,2004-03-16 00:00:00,2.1
127,2004-03-16 01:00:00,1.2
128,2004-03-16 02:00:00,0.8
129,2004-03-16 03:00:00,0.7
130,2004-03-16 04:00:00,2.1527495439145157
131,2004-03-16 05:00:00,0.6
132,2004-03-16 06:00:00,0.9
133,2004-03-16 07:00:00,1.3
134,2004-03-16 08:00:00,3.4
135,2004-03-16 09:00:00,3.7
136,2004-03-16 10:00:00,5.3
137,2004-03-16 11:00:00,4.1
138,2004-03-16 12:00:00,3.3
139,2004-03-16 13:00:00,4.0
140,2004-03-16 14:00:00,3.8
141,2004-03-16 15:00:00,2.8
142,2004-03-16 16:00:00,2.9
143,2004-03-16 17:00:00,2.9
144,2004-03-16 18:00:00,3.4
145,2004-03-16 19:00:00,3.9
146,2004-03-16 20:00:00,3.2
147,2004-03-16 21:00:00,5.1
148,2004-03-16 22:00:00,2.6
149,2004-03-16 23:00:00,1.7
150,2004-03-17 00:00:00,1.7
151,2004-03-17 01:00:00,1.2
152,2004-03-17 02:00:00,0.9
153,2004-03-17 03:00:00,0.7
154,2004-03-17 04:00:00,2.1527495439145157
155,2004-03-17 05:00:00,0.5
156,2004-03-17 06:00:00,0.5
157,2004-03-17 07:00:00,1.6
158,2004-03-17 08:00:00,4.1
159,2004-03-17 09:00:00,6.6
160,2004-03-17 10:00:00,4.3
161,2004-03-17 11:00:00,2.9
162,2004-03-17 12:00:00,2.5
163,2004-03-17 13:00:00,2.8
164,2004-03-17 14:00:00,2.6
165,2004-03-17 15:00:00,2.0
166,2004-03-17 16:00:00,2.9
167,2004-03-17 17:00:00,2.5
168,2004-03-17 18:00:00,5.0
169,2004-03-17 19:00:00,7.6
170,2004-03-17 20:00:00,6.7
171,2004-03-17 21:00:00,5.7
172,2004-03-17 22:00:00,2.8
173,2004-03-17 23:00:00,2.6
174,2004-03-18 00:00:00,2.3
175,2004-03-18 01:00:00,1.4
176,2004-03-18 02:00:00,1.0
177,2004-03-18 03:00:00,0.7
178,2004-03-18 04:00:00,2.1527495439145157
179,2004-03-18 05:00:00,0.6
180,2004-03-18 06:00:00,0.7
181,2004-03-18 07:00:00,1.5
182,2004-03-18 08:00:00,4.7
183,2004-03-18 09:00:00,6.6
184,2004-03-18 10:00:00,4.5
185,2004-03-18 11:00:00,2.8
186,2004-03-18 12:00:00,2.2
187,2004-03-18 13:00:00,2.2
188,2004-03-18 14:00:00,2.3
189,2004-03-18 15:00:00,2.2
190,2004-03-18 16:00:00,2.8
191,2004-03-18 17:00:00,2.7
192,2004-03-18 18:00:00,3.7
193,2004-03-18 19:00:00,5.1
194,2004-03-18 20:00:00,5.1
195,2004-03-18 21:00:00,3.2
196,2004-03-18 22:00:00,2.1
197,2004-03-18 23:00:00,1.7
198,2004-03-19 00:00:00,2.0
199,2004-03-19 01:00:00,1.6
200,2004-03-19 02:00:00,0.9
201,2004-03-19 03:00:00,0.7
202,2004-03-19 04:00:00,2.1527495439145157
203,2004-03-19 05:00:00,0.5
204,2004-03-19 06:00:00,0.7
205,2004-03-19 07:00:00,1.5
206,2004-03-19 08:00:00,4.8
207,2004-03-19 09:00:00,6.2
208,2004-03-19 10:00:00,4.0
209,2004-03-19 11:00:00,3.3
210,2004-03-19 12:00:00,2.8
211,2004-03-19 13:00:00,3.0
212,2004-03-19 14:00:00,3.3
213,2004-03-19 15:00:00,3.5
214,2004-03-19 16:00:00,4.0
215,2004-03-19 17:00:00,4.6
216,2004-03-19 18:00:00,4.1
217,2004-03-19 19:00:00,4.5
218,2004-03-19 20:00:00,3.9
219,2004-03-19 21:00:00,4.0
220,2004-03-19 22:00:00,2.2
221,2004-03-19 23:00:00,2.1
222,2004-03-20 00:00:00,1.7
223,2004-03-20 01:00:00,1.6
224,2004-03-20 02:00:00,1.3
225,2004-03-20 03:00:00,1.3
226,2004-03-20 04:00:00,2.1527495439145157
227,2004-03-20 05:00:00,0.8
228,2004-03-20 06:00:00,0.8
229,2004-03-20 07:00:00,1.1
230,2004-03-20 08:00:00,2.1
231,2004-03-20 09:00:00,2.4
232,2004-03-20 10:00:00,2.6
233,2004-03-20 11:00:00,2.8
234,2004-03-20 12:00:00,2.6
235,2004-03-20 13:00:00,2.6
236,2004-03-20 14:00:00,2.1
237,2004-03-20 15:00:00,1.7
238,2004-03-20 16:00:00,1.6
239,2004-03-20 17:00:00,2.1
240,2004-03-20 18:00:00,2.3
241,2004-03-20 19:00:00,3.5
242,2004-03-20 20:00:00,3.9
243,2004-03-20 21:00:00,3.3
244,2004-03-20 22:00:00,2.3
245,2004-03-20 23:00:00,2.1
246,2004-03-21 00:00:00,2.8
247,2004-03-21 01:00:00,2.1
248,2004-03-21 02:00:00,1.6
249,2004-03-21 03:00:00,1.6
250,2004-03-21 04:00:00,2.1527495439145157
251,2004-03-21 05:00:00,1.1
252,2004-03-21 06:00:00,0.7
253,2004-03-21 07:00:00,0.8
254,2004-03-21 08:00:00,1.2
255,2004-03-21 09:00:00,1.4
256,2004-03-21 10:00:00,1.7
257,2004-03-21 11:00:00,1.8
258,2004-03-21 12:00:00,1.8
259,2004-03-21 13:00:00,1.9
260,2004-03-21 14:00:00,1.3
261,2004-03-21 15:00:00,1.6
262,2004-03-21 16:00:00,1.9
263,2004-03-21 17:00:00,2.3
264,2004-03-21 18:00:00,3.8
265,2004-03-21 19:00:00,3.5
266,2004-03-21 20:00:00,4.3
267,2004-03-21 21:00:00,2.8
268,2004-03-21 22:00:00,1.9
269,2004-03-21 23:00:00,1.9
270,2004-03-22 00:00:00,1.7
271,2004-03-22 01:00:00,1.5
272,2004-03-22 02:00:00,0.6
273,2004-03-22 03:00:00,0.4
274,2004-03-22 04:00:00,2.1527495439145157
275,2004-03-22 05:00:00,0.3
276,2004-03-22 06:00:00,0.6
277,2004-03-22 07:00:00,1.2
278,2004-03-22 08:00:00,3.6
279,2004-03-22 09:00:00,3.7
280,2004-03-22 10:00:00,1.8
281,2004-03-22 11:00:00,1.6
282,2004-03-22 12:00:00,1.9
283,2004-03-22 13:00:00,2.0
284,2004-03-22 14:00:00,2.2
285,2004-03-22 15:00:00,2.1
286,2004-03-22 16:00:00,2.3
287,2004-03-22 17:00:00,2.6
288,2004-03-22 18:00:00,3.8
289,2004-03-22 19:00:00,4.4
290,2004-03-22 20:00:00,4.5
291,2004-03-22 21:00:00,3.3
292,2004-03-22 22:00:00,2.0
293,2004-03-22 23:00:00,1.1
294,2004-03-23 00:00:00,0.9
295,2004-03-23 01:00:00,0.8
296,2004-03-23 02:00:00,0.7
297,2004-03-23 03:00:00,0.5
298,2004-03-23 04:00:00,2.1527495439145157
299,2004-03-23 05:00:00,0.3
300,2004-03-23 06:00:00,0.5
301,2004-03-23 07:00:00,1.1
302,2004-03-23 08:00:00,3.0
303,2004-03-23 09:00:00,3.8
304,2004-03-23 10:00:00,3.4
305,2004-03-23 11:00:00,3.0
306,2004-03-23 12:00:00,2.7
307,2004-03-23 13:00:00,3.5
308,2004-03-23 14:00:00,2.8
309,2004-03-23 15:00:00,1.9
310,2004-03-23 16:00:00,2.0
311,2004-03-23 17:00:00,3.0
312,2004-03-23 18:00:00,1.9
313,2004-03-23 19:00:00,2.7
314,2004-03-23 20:00:00,3.3
315,2004-03-23 21:00:00,1.7
316,2004-03-23 22:00:00,1.3
317,2004-03-23 23:00:00,1.3
318,2004-03-24 00:00:00,1.2
319,2004-03-24 01:00:00,1.1
320,2004-03-24 02:00:00,0.9
321,2004-03-24 03:00:00,0.6
322,2004-03-24 04:00:00,2.1527495439145157
323,2004-03-24 05:00:00,0.6
324,2004-03-24 06:00:00,0.8
325,2004-03-24 07:00:00,1.2
326,2004-03-24 08:00:00,3.1
327,2004-03-24 09:00:00,4.4
328,2004-03-24 10:00:00,3.4
329,2004-03-24 11:00:00,1.7
330,2004-03-24 12:00:00,1.5
331,2004-03-24 13:00:00,1.7
332,2004-03-24 14:00:00,2.2
333,2004-03-24 15:00:00,2.1527495439145157
334,2004-03-24 16:00:00,2.7
335,2004-03-24 17:00:00,2.8
336,2004-03-24 18:00:00,2.7
337,2004-03-24 19:00:00,4.5
338,2004-03-24 20:00:00,3.5
339,2004-03-24 21:00:00,2.6
340,2004-03-24 22:00:00,1.7
341,2004-03-24 23:00:00,1.3
342,2004-03-25 00:00:00,1.3
343,2004-03-25 01:00:00,1.0
344,2004-03-25 02:00:00,0.7
345,2004-03-25 03:00:00,0.7
346,2004-03-25 04:00:00,0.5
347,2004-03-25 05:00:00,0.5
348,2004-03-25 06:00:00,0.6
349,2004-03-25 07:00:00,1.1
350,2004-03-25 08:00:00,2.7
351,2004-03-25 09:00:00,3.5
352,2004-03-25 10:00:00,2.3
353,2004-03-25 11:00:00,1.6
354,2004-03-25 12:00:00,1.3
355,2004-03-25 13:00:00,2.0
356,2004-03-25 14:00:00,1.9
357,2004-03-25 15:00:00,1.9
358,2004-03-25 16:00:00,2.2
359,2004-03-25 17:00:00,2.0
360,2004-03-25 18:00:00,2.9
361,2004-03-25 19:00:00,5.2
362,2004-03-25 20:00:00,4.6
363,2004-03-25 21:00:00,2.5
364,2004-03-25 22:00:00,1.5
365,2004-03-25 23:00:00,1.2
366,2004-03-26 00:00:00,1.7
367,2004-03-26 01:00:00,1.4
368,2004-03-26 02:00:00,1.2
369,2004-03-26 03:00:00,0.6
370,2004-03-26 04:00:00,0.7
371,2004-03-26 05:00:00,0.8
372,2004-03-26 06:00:00,0.9
373,2004-03-26 07:00:00,1.6
374,2004-03-26 08:00:00,3.4
375,2004-03-26 09:00:00,3.8
376,2004-03-26 10:00:00,3.1
377,2004-03-26 11:00:00,2.7
378,2004-03-26 12:00:00,2.0
379,2004-03-26 13:00:00,2.3
380,2004-03-26 14:00:00,1.9
381,2004-03-26 15:00:00,1.3
382,2004-03-26 16:00:00,1.9
383,2004-03-26 17:00:00,2.3
384,2004-03-26 18:00:00,2.4
385,2004-03-26 19:00:00,2.7
386,2004-03-26 20:00:00,2.6
387,2004-03-26 21:00:00,1.5
388,2004-03-26 22:00:00,1.2
389,2004-03-26 23:00:00,1.1
390,2004-03-27 00:00:00,1.5
391,2004-03-27 01:00:00,1.0
392,2004-03-27 02:00:00,1.2
393,2004-03-27 03:00:00,1.1
394,2004-03-27 04:00:00,2.1527495439145157
395,2004-03-27 05:00:00,0.8
396,2004-03-27 06:00:00,0.9
397,2004-03-27 07:00:00,1.1
398,2004-03-27 08:00:00,1.5
399,2004-03-27 09:00:00,1.8
400,2004-03-27 10:00:00,2.1
401,2004-03-27 11:00:00,2.1
402,2004-03-27 12:00:00,1.9
403,2004-03-27 13:00:00,2.1
404,2004-03-27 14:00:00,2.5
405,2004-03-27 15:00:00,1.9
406,2004-03-27 16:00:00,2.2
407,2004-03-27 17:00:00,2.3
408,2004-03-27 18:00:00,2.7
409,2004-03-27 19:00:00,3.0
410,2004-03-27 20:00:00,2.8
411,2004-03-27 21:00:00,2.2
412,2004-03-27 22:00:00,1.6
413,2004-03-27 23:00:00,2.1
414,2004-03-28 00:00:00,2.3
415,2004-03-28 01:00:00,2.3
416,2004-03-28 02:00:00,1.7
417,2004-03-28 03:00:00,2.2
418,2004-03-28 04:00:00,1.3
419,2004-03-28 05:00:00,0.8
420,2004-03-28 06:00:00,1.1
421,2004-03-28 07:00:00,1.4
422,2004-03-28 08:00:00,1.3
423,2004-03-28 09:00:00,1.9
424,2004-03-28 10:00:00,2.3
425,2004-03-28 11:00:00,2.3
426,2004-03-28 12:00:00,1.8
427,2004-03-28 13:00:00,1.4
428,2004-03-28 14:00:00,1.0
429,2004-03-28 15:00:00,1.4
430,2004-03-28 16:00:00,1.3
431,2004-03-28 17:00:00,1.3
432,2004-03-28 18:00:00,1.4
433,2004-03-28 19:00:00,1.9
434,2004-03-28 20:00:00,1.8
435,2004-03-28 21:00:00,1.1
436,2004-03-28 22:00:00,1.1
437,2004-03-28 23:00:00,1.1
438,2004-03-29 00:00:00,0.9
439,2004-03-29 01:00:00,0.6
440,2004-03-29 02:00:00,0.5
441,2004-03-29 03:00:00,0.7
442,2004-03-29 04:00:00,0.6
443,2004-03-29 05:00:00,0.7
444,2004-03-29 06:00:00,0.9
445,2004-03-29 07:00:00,2.9
446,2004-03-29 08:00:00,4.1
447,2004-03-29 09:00:00,1.5
448,2004-03-29 10:00:00,1.5
449,2004-03-29 11:00:00,1.5
450,2004-03-29 12:00:00,1.4
451,2004-03-29 13:00:00,1.6
452,2004-03-29 14:00:00,1.5
453,2004-03-29 15:00:00,1.4
454,2004-03-29 16:00:00,1.5
455,2004-03-29 17:00:00,1.9
456,2004-03-29 18:00:00,2.5
457,2004-03-29 19:00:00,2.1
458,2004-03-29 20:00:00,1.6
459,2004-03-29 21:00:00,1.2
460,2004-03-29 22:00:00,1.1
461,2004-03-29 23:00:00,1.0
462,2004-03-30 00:00:00,1.0
463,2004-03-30 01:00:00,0.7
464,2004-03-30 02:00:00,0.7
465,2004-03-30 03:00:00,0.8
466,2004-03-30 04:00:00,2.1527495439145157
467,2004-03-30 05:00:00,0.7
468,2004-03-30 06:00:00,1.1
469,2004-03-30 07:00:00,2.6
470,2004-03-30 08:00:00,4.0
471,2004-03-30 09:00:00,4.2
472,2004-03-30 10:00:00,4.7
473,2004-03-30 11:00:00,3.9
474,2004-03-30 12:00:00,3.7
475,2004-03-30 13:00:00,3.4
476,2004-03-30 14:00:00,2.2
477,2004-03-30 15:00:00,1.9
478,2004-03-30 16:00:00,1.6
479,2004-03-30 17:00:00,2.1
480,2004-03-30 18:00:00,2.2
481,2004-03-30 19:00:00,2.7
482,2004-03-30 20:00:00,2.4
483,2004-03-30 21:00:00,1.3
484,2004-03-30 22:00:00,1.2
485,2004-03-30 23:00:00,1.5
486,2004-03-31 00:00:00,1.3
487,2004-03-31 01:00:00,1.0
488,2004-03-31 02:00:00,0.9
489,2004-03-31 03:00:00,0.5
490,2004-03-31 04:00:00,0.5
491,2004-03-31 05:00:00,0.6
492,2004-03-31 06:00:00,1.0
493,2004-03-31 07:00:00,3.1
494,2004-03-31 08:00:00,4.1
495,2004-03-31 09:00:00,2.2
496,2004-03-31 10:00:00,1.7
497,2004-03-31 11:00:00,1.9
498,2004-03-31 12:00:00,2.9
499,2004-03-31 13:00:00,2.2
500,2004-03-31 14:00:00,2.6
501,2004-03-31 15:00:00,3.1
502,2004-03-31 16:00:00,2.3
503,2004-03-31 17:00:00,2.4
504,2004-03-31 18:00:00,2.8
505,2004-03-31 19:00:00,2.7
506,2004-03-31 20:00:00,2.3
507,2004-03-31 21:00:00,1.5
508,2004-03-31 22:00:00,1.4
509,2004-03-31 23:00:00,1.2
510,2004-04-01 00:00:00,1.6
511,2004-04-01 01:00:00,1.2
512,2004-04-01 02:00:00,1.1
513,2004-04-01 03:00:00,0.9
514,2004-04-01 04:00:00,0.7
515,2004-04-01 05:00:00,0.9
516,2004-04-01 06:00:00,1.7
517,2004-04-01 07:00:00,4.2
518,2004-04-01 08:00:00,6.2
519,2004-04-01 09:00:00,4.6
520,2004-04-01 10:00:00,2.8
521,2004-04-01 11:00:00,1.6
522,2004-04-01 12:00:00,1.7
523,2004-04-01 13:00:00,1.7
524,2004-04-01 14:00:00,1.7
525,2004-04-01 15:00:00,1.9
526,2004-04-01 16:00:00,2.3
527,2004-04-01 17:00:00,3.3
528,2004-04-01 18:00:00,4.2
529,2004-04-01 19:00:00,5.5
530,2004-04-01 20:00:00,4.9
531,2004-04-01 21:00:00,2.5
532,2004-04-01 22:00:00,2.0
533,2004-04-01 23:00:00,2.0
534,2004-04-02 00:00:00,2.0
535,2004-04-02 01:00:00,1.3
536,2004-04-02 02:00:00,1.0
537,2004-04-02 03:00:00,0.9
538,2004-04-02 04:00:00,2.1527495439145157
539,2004-04-02 05:00:00,0.7
540,2004-04-02 06:00:00,1.1
541,2004-04-02 07:00:00,2.6
542,2004-04-02 08:00:00,3.9
543,2004-04-02 09:00:00,5.0
544,2004-04-02 10:00:00,3.3
545,2004-04-02 11:00:00,2.9
546,2004-04-02 12:00:00,3.1
547,2004-04-02 13:00:00,3.0
548,2004-04-02 14:00:00,2.7
549,2004-04-02 15:00:00,2.7
550,2004-04-02 16:00:00,2.6
551,2004-04-02 17:00:00,3.7
552,2004-04-02 18:00:00,4.5
553,2004-04-02 19:00:00,4.7
554,2004-04-02 20:00:00,5.5
555,2004-04-02 21:00:00,3.0
556,2004-04-02 22:00:00,1.9
557,2004-04-02 23:00:00,2.3
558,2004-04-03 00:00:00,1.6
559,2004-04-03 01:00:00,1.3
560,2004-04-03 02:00:00,1.2
561,2004-04-03 03:00:00,0.9
562,2004-04-03 04:00:00,0.8
563,2004-04-03 05:00:00,0.8
564,2004-04-03 06:00:00,0.9
565,2004-04-03 07:00:00,2.0
566,2004-04-03 08:00:00,3.0
567,2004-04-03 09:00:00,3.1
568,2004-04-03 10:00:00,2.1527495439145157
569,2004-04-03 11:00:00,2.1527495439145157
570,2004-04-03 12:00:00,2.1527495439145157
571,2004-04-03 13:00:00,2.1527495439145157
572,2004-04-03 14:00:00,2.1527495439145157
573,2004-04-03 15:00:00,2.1527495439145157
574,2004-04-03 16:00:00,2.1527495439145157
575,2004-04-03 17:00:00,2.1527495439145157
576,2004-04-03 18:00:00,2.1527495439145157
577,2004-04-03 19:00:00,2.1527495439145157
578,2004-04-03 20:00:00,2.1527495439145157
579,2004-04-03 21:00:00,2.1527495439145157
580,2004-04-03 22:00:00,2.1527495439145157
581,2004-04-03 23:00:00,2.1527495439145157
582,2004-04-04 00:00:00,2.1527495439145157
583,2004-04-04 01:00:00,2.1527495439145157
584,2004-04-04 02:00:00,2.1527495439145157
585,2004-04-04 03:00:00,2.1527495439145157
586,2004-04-04 04:00:00,2.1527495439145157
587,2004-04-04 05:00:00,2.1527495439145157
588,2004-04-04 06:00:00,2.1527495439145157
589,2004-04-04 07:00:00,2.1527495439145157
590,2004-04-04 08:00:00,2.1527495439145157
591,2004-04-04 09:00:00,2.1527495439145157
592,2004-04-04 10:00:00,2.1527495439145157
593,2004-04-04 11:00:00,2.1527495439145157
594,2004-04-04 12:00:00,2.1527495439145157
595,2004-04-04 13:00:00,2.1527495439145157
596,2004-04-04 14:00:00,2.1527495439145157
597,2004-04-04 15:00:00,2.1527495439145157
598,2004-04-04 16:00:00,2.1527495439145157
599,2004-04-04 17:00:00,2.1527495439145157
600,2004-04-04 18:00:00,2.1527495439145157
601,2004-04-04 19:00:00,2.1527495439145157
602,2004-04-04 20:00:00,2.1527495439145157
603,2004-04-04 21:00:00,2.1527495439145157
604,2004-04-04 22:00:00,2.1527495439145157
605,2004-04-04 23:00:00,2.1527495439145157
606,2004-04-05 00:00:00,2.1527495439145157
607,2004-04-05 01:00:00,2.1527495439145157
608,2004-04-05 02:00:00,2.1527495439145157
609,2004-04-05 03:00:00,2.1527495439145157
610,2004-04-05 04:00:00,2.1527495439145157
611,2004-04-05 05:00:00,2.1527495439145157
612,2004-04-05 06:00:00,2.1527495439145157
613,2004-04-05 07:00:00,2.1527495439145157
614,2004-04-05 08:00:00,2.1527495439145157
615,2004-04-05 09:00:00,2.1527495439145157
616,2004-04-05 10:00:00,3.1
617,2004-04-05 11:00:00,3.0
618,2004-04-05 12:00:00,3.2
619,2004-04-05 13:00:00,3.1
620,2004-04-05 14:00:00,2.5
621,2004-04-05 15:00:00,2.1
622,2004-04-05 16:00:00,2.0
623,2004-04-05 17:00:00,3.2
624,2004-04-05 18:00:00,4.1
625,2004-04-05 19:00:00,3.9
626,2004-04-05 20:00:00,3.1
627,2004-04-05 21:00:00,2.0
628,2004-04-05 22:00:00,1.7
629,2004-04-05 23:00:00,1.6
630,2004-04-06 00:00:00,1.0
631,2004-04-06 01:00:00,0.8
632,2004-04-06 02:00:00,0.5
633,2004-04-06 03:00:00,0.5
634,2004-04-06 04:00:00,0.5
635,2004-04-06 05:00:00,0.8
636,2004-04-06 06:00:00,1.7
637,2004-04-06 07:00:00,4.5
638,2004-04-06 08:00:00,6.2
639,2004-04-06 09:00:00,4.4
640,2004-04-06 10:00:00,2.9
641,2004-04-06 11:00:00,1.6
642,2004-04-06 12:00:00,2.6
643,2004-04-06 13:00:00,2.9
644,2004-04-06 14:00:00,2.5
645,2004-04-06 15:00:00,1.9
646,2004-04-06 16:00:00,1.9
647,2004-04-06 17:00:00,2.7
648,2004-04-06 18:00:00,3.0
649,2004-04-06 19:00:00,3.3
650,2004-04-06 20:00:00,3.2
651,2004-04-06 21:00:00,1.8
652,2004-04-06 22:00:00,1.3
653,2004-04-06 23:00:00,1.1
654,2004-04-07 00:00:00,0.9
655,2004-04-07 01:00:00,0.7
656,2004-04-07 02:00:00,0.4
657,2004-04-07 03:00:00,0.3
658,2004-04-07 04:00:00,0.3
659,2004-04-07 05:00:00,0.3
660,2004-04-07 06:00:00,0.8
661,2004-04-07 07:00:00,2.8
662,2004-04-07 08:00:00,3.1
663,2004-04-07 09:00:00,2.3
664,2004-04-07 10:00:00,1.6
665,2004-04-07 11:00:00,1.5
666,2004-04-07 12:00:00,1.6
667,2004-04-07 13:00:00,1.8
668,2004-04-07 14:00:00,1.4
669,2004-04-07 15:00:00,1.9
670,2004-04-07 16:00:00,1.2
671,2004-04-07 17:00:00,2.3
672,2004-04-07 18:00:00,3.3
673,2004-04-07 19:00:00,3.1
674,2004-04-07 20:00:00,3.3
675,2004-04-07 21:00:00,1.2
676,2004-04-07 22:00:00,1.3
677,2004-04-07 23:00:00,1.9
678,2004-04-08 00:00:00,1.4
679,2004-04-08 01:00:00,1.5
680,2004-04-08 02:00:00,1.1
681,2004-04-08 03:00:00,0.8
682,2004-04-08 04:00:00,2.1527495439145157
683,2004-04-08 05:00:00,0.8
684,2004-04-08 06:00:00,1.1
685,2004-04-08 07:00:00,2.6
686,2004-04-08 08:00:00,5.1
687,2004-04-08 09:00:00,4.2
688,2004-04-08 10:00:00,2.6
689,2004-04-08 11:00:00,2.4
690,2004-04-08 12:00:00,2.1
691,2004-04-08 13:00:00,2.6
692,2004-04-08 14:00:00,2.8
693,2004-04-08 15:00:00,2.5
694,2004-04-08 16:00:00,1.9
695,2004-04-08 17:00:00,3.6
696,2004-04-08 18:00:00,4.6
697,2004-04-08 19:00:00,6.3
698,2004-04-08 20:00:00,4.3
699,2004-04-08 21:00:00,1.6
700,2004-04-08 22:00:00,1.4
701,2004-04-08 23:00:00,2.0
702,2004-04-09 00:00:00,2.4
703,2004-04-09 01:00:00,1.8
704,2004-04-09 02:00:00,1.0
705,2004-04-09 03:00:00,1.0
706,2004-04-09 04:00:00,1.0
707,2004-04-09 05:00:00,0.9
708,2004-04-09 06:00:00,1.5
709,2004-04-09 07:00:00,2.6
710,2004-04-09 08:00:00,2.9
711,2004-04-09 09:00:00,2.7
712,2004-04-09 10:00:00,2.4
713,2004-04-09 11:00:00,2.6
714,2004-04-09 12:00:00,4.1
715,2004-04-09 13:00:00,4.3
716,2004-04-09 14:00:00,2.2
